title,lang,source_name,format,category,license,text,sentences,cefr_level
347_PAAM1004.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"It is a fact that our modern world is dominated by science, technology, and industrialization. We have no time for dreaming and imagination. Science has made our life so easy. Science has provided us with so many pleasures and comforts. It reduce human sufferings and hardships. The cinema, radio, TV, computer, internet, mobiles etc are the gifts of science. Modern world is dominated by all these luxuries. We have reached at the bottom of the ocean and flown over the Everest. We have also reached on the moon. The crowning achievement of science is the release of atom energy . 
If we try to write about the benefits of science, we can easily run into pages. Every thing has its own advantages and disadvantages. If we look to the other side of the coin that inspite of all these comforts or luxuries the life is not happier .
Science has taught us to fly like birds and swim like fish but it has not taught us to act like men. It has made us cruel and inhuman. Self suicide attack has made a common thing now-a-days. We have killed at large number of people in a few seconds. Such cruel people have no feelings for others. The materialistic civilization has temporary glamour. Because it has the germs of destruction within itself It has no moral values which give permanence to civilization. Science, we use it, for both constructive and destructive purposes . 
Modern man misuses the gifts of science. He has abused its discoveries and inventions Science itself is a noble pursuit and the quist for knowledge but when it is misuses, is becomes a clamity. Science also has made our modern world more helpful and facilitate. Radioctive dating also helps in accurately determing the age of bomb attacker and materials which he uses in bomb .
But it time that that we stop using atoms for destruction of rival nations It is also deprive us from peace, comfort and pleasure. Today our life is full of worries and tensions. We are so busy that we have free time for our families and friends. We have no spare time spending in the company of our dear ones .
There is no doubt that science has made our life so comfortable. But it also added some worries in our life .
Modern man has deprived from happiness and peace of mind. We have a lot of money but little pleasure. Its natural that imaginations give us peace and pleasure. Some imaginations are very nice that fill our heart with pleasure .
Internet and mobile phones are also great inventions of science. But it is very disadvantaging for the children to use too much mobile phone and internet. Most of the people misuses the internet. No doubt it is very necessary these days wrong use should be prevent. It is also a cause of tension in the modern world. Modern world also faces such difficulties. We must prevent such fault deeds and keep our next generation far away from these misuse of science inventions .
Dreams are very interesting and importat for our life. We should see dreams for our better future. Some dreams are our self creation. Pleasant dreams gives us happiness and peace of mind. It is added in our life which is full of worries and tensions. Imagination is also a source of happiness. Good and pleasant imaginations keeps us happy and fresh.",There is no doubt that science has made our life so comfortable.,B2
204_HUEL4136.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"That employees make long phone calls on their mobile phones discussing either their private lives or managing their usual everyday affairs is a well-known fact, unfortunately. These kind of phone calls disturb others while they are trying hard to concentrate on their work. This insufferable situation is due to the fact that no etiquette concerning the adequate and proportionate use of mobile phones has been established at workplaces yet. Therefore, every workplace, company and office should formulate a detailed eituette regarding the use of cellular phones so that employees would not make each other's work performance decline.
Most importantly, by establishing and applying a set of rules restricting the use of mobiles at workplaces the quality of work could be sustained and improved effectively. If there are no redundant mobile calls during work a greater adherence to work and the elimination of phases of milder concentration on the part of employees will both be achieved. This will result in a more successful business management.
In addition to the enhancement of business management, creating a mobile phone etiquette would also lead to ameliorated collegial relationships since everyone would have to take their peers' interests into consideration as well as regards the use of cellulars. Thus, heated debates on the topic would cease because everyone would obey the established rules. As a consequence, cooperation among colleagues would be fostered, and several new friendships may also develop.
It might be argued, however, that such a restricting etiquette is inherently confusing and disorienting since there are quite a few borderline situations at a workplace when it is almost impossible to decide whether responding to a particular call violates the etiquette. Moreover, in such situations one must make a decision within a few seconds, which might not be enough for estimating and anticipating the exact nature of a call, which then also needs to be compared to the points defined in the etiquette. While this is undoubtedly true, it ought to be realised that on the whole the advantages outweigh the mentioned disadvantages; after contemplating all the possible aspects of mobile phone rules, it seems reasonable to claim that in the case of properly defined guidelines employees and employers alike will surely face fewer disturbing or even embarrassing situations related to the improper use of cellular phones than in the case of entirely lacking such rules. The lack of a mobile etiquette would eventually lead to frustrations and a tense atmosphere at any workplace. Hence, mobile phone regulations should be applied at workplaces for the benefit of all the people working there.
In conclusion, it might be stated that a detailed set of rules concerning the use of cellular phones needs to be defined at every workplace since it is the only way to guarantee the high standard and the quality of work. Not only will such rules help to preserve high quality work performance but they will also improve collegial relationships and the atmosphere of the workplace.","As a consequence, cooperation among colleagues would be fostered, and several new friendships may also develop.",B2
099_DBAN3065.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"Some people believe that university education is theoretical and therefore does not prepare students for the real world. In their view, the only knowledge universities give you is bookish knowledge, which you can hardly use in your future post. Hardly any attention is paid to the practical side of the education .
To a certain extent I agree with this-conviction. How many times do you find a company offering a job in an ad that doesn't ask for someone ' with experience's Not very often, I'm afraid. The reason why companies strongly insist on experienced people is probably that they have had bad experiences with newly graduated employees. I can easily imagine that companies prefer people with a lot of practical knowledge in their pockets. But where ever are students supposed to get those practical skills? In my opinion, university education is remiss in this respect .
To make these statements more concrete and to the point, I'll confine myself to philological trainings, like Germanic languages. Graduate teachers are not prepared for the hard world of education. They don't know how to quiet down a shouting and unruly class or which teaching method to use in order to get the best results. In short, they are not able to cope with certain practical problems. For no one has ever familiarized them with the practical side of the teaching job .
Too many people think that a teacher's task is to walk into the classroom, give his lesson and leave the classroom again. But there is so much more to it than meets the eye! If there is no order in the classroom, it's really not easy to teach. In view of such a situation, I think that a course in pedagogics would be of use to any teacher-to-be, for teaching also involves ' upbringing'. A teacher helps a young person to grow into a balanced and independent adult .
But not only students of philology who want a future in education need practical skills. Those who go for journalism or economics could use these skills as well. Most graduates of philology have never studied any economics in their whole lives, whereas they really should have a notion of it if they want to work in a company .
Seeing that students of philology go different ways after their education, I suggest the following adjustments of the university educational system. During the last year of any philological training, optional courses should be provided in education, journalism, economics, ... . Each student should decide for himself what his future plans are and select a course in accordance with those plans. Pedagogics, business economics, social skills, statistics and technical jargon should be some of the optional courses. In my view, it's extremely important that those courses should focus on practice. They should enable students to put their bookish theory into practice and to specialize in those things they will really need in their future jobs .
That way, university degrees will stand for high theoretical ànd practical knowledge .
Apparently universities are willing to do something about it. They want to introduce an extra teacher training year after philological trainings. But unfortunately the Minister of Education Luc Van den Bossche doesn't agree to this proposal. He is prepared to contribute his mite though, by offering the universities extra subsidy. It's a step in the right direction, but there is more to be done .
Comparing a university education with a secondary teacher training, lower level, you'll see a world of difference. Yet, students from university as well as from teachers' training college end up in the same boat when they choose for education! The difference: secondary teachers lower level are competent at writing on the blackboard, oral expression, preparing a lesson, ... . Moreover, they know everything about the educational system, which can't be said about university students .
In fine, universities could learn a lot from teachers' training colleges as far as the practical aspect is concerned. I think it would be a good thing to bring about a mixture of both types. As a consequence, some university studies might last a year longer, but that's the price we'll have to pay for a university degree with real value!","Comparing a university education with a secondary teacher training, lower level, you'll see a world of difference.",B2
062_CZKR1005.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"The human imagination has been till now the most perfect and unbeaten computer of the world. After all brainwashing by computer games, video, TV and mass advertising it can't be replaced by any computer or robot .
Really? Is it really still true? I remember a sci-fi story which I've read several years ago. A lonely woman, operator, by chance got acqainted with a man by phone. Their phone-calls became more frequent and the woman thought that she had finally fond someone, she would like to stay with, someone who understands her and accepts her. What was strange was that the man always avoided meeting her and he didn't even want what he looked like. The curiousity and the desire to see her beloved made the woman search for his phone number. What a shock it was to find out that her friend was a computer!
The present science and technology have accomplished so incredible things that we could even hardly dream about several years ago. Scientists experiment with so delacate materials as the genetic information and brain cells are. Don't they fear that once they'll reach the top, they'll have created a perfect robot which will be not just a perfect copy of human body but also a copy of human feellings and ideas?
Some people say that in our modern warld there is no longer a place for dreaming and imagination. But on the other hand there is exactly the same number of people who thing just the opposite. They realize very well the danger which goes along with the technical progress. They try to draw our attention to it and fight against it with their own means .
Arts have always been a way of a balance and resistance to modern world. Artists have been expressing their opinions towards science and technology. Apart from a few euforic periods when they glorified them they usually warn against them. Take Jules Verne as an example. How many of his utopic visions have come true! Certainly many sci-fi writers could have become the prophets of modern era .
Remember how many poets wrote ethusiastic poems about technical civilizations. And what conclusions did they arrived at in the end of their work? They usually glorified the nature and natural life of people far away from the technical world .
Why are present people becoming more and more interested in ancient myths, philosophy and religoin of the Orient? Perhaps it's the archetypal need of man to whom modern science failed to answer the most crucial question of human existence, the need return to the very beginnings when the white was white and the black was black .
Look at the present film production. What makes a commercial film successfull? The story which is put into an interesting setting somewhere in the Universe, exotic country, ancient history or unexisted world of fairy-tales, shortly in the environment which we can hardly know and which incites our imagination, But this presentation and imposition of some topics could be risky because the choice of topics for dreaming is limited. If kids are attacked by dinosaurus, turtles and Barbies from all directions their imagination is preset. The children aren't able to choose the right for them. Their parents should protect them from pressure. I know that it isn't easy to persuade children with quite a high level of technical education that the magic carpet and wand existe. But they also long for romantic stories. If some classic film fairy-tele appears in cinemas it's always a box-office draw .
You needn't be a fanatic freudian to understand that human creativity and taste have their roots in the early childhood or what you learn in the childhood accompan you for whole your life .
But there is another problem. Can arts protect themselves from the influence of science and technology? We know that already exist computer programmes which are able to write books and draw pictures themselves. Could happen that the most important element in arts - the man - will be useless?
Now let me quote several words from I-t'ing: ""We can't loose what really belongs to us even if we threw it away.""
We have strive to protect the most important assets we have - our mind. Once it could be stollen to us .",Can arts protect themselves from the influence of science and technology?,B2
203_HUEL4132.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"Recently debates concerning the use of cell phones in public places have become more and more popular. However, the debates remain still debates, and they have not provided a solution for the problem of regulation yet. The establishment of a unfied mobile etiquette is considerably urgent, though. As instructions and advice have not proved to be effective enough, the etiquette and regulation of mobile phone using in public places has to be necessarily enforced by law for moral, security and healthily reasons.
First and the foremost, the prohibition of mobile phones form public places by law is morally important. Public places as theatres, cinemas, concert halls and schools are rarely respected by mobile - addicted people. They do not consider other people's entertainment important enough to switch or at least mute their cell-phones. Consequently a kind and polite callingof their attention to do so is not sufficient. Mobiles' prohibition should be fulfilled by law and also strengthen by the possibility of financial punishment.
Secondly, the lawful enforcement of the mobile etiquette is enourmously important for public security. Cell phones are already prohibited during driving vehicles, but it is also hazardous to use them during public transportation. Receiving or starting a phone call, or even reading text messages highly require peoples' attention and they cannot concentrate on invisible and dangerous factors of traffic. Mobile phones often lead to accidents, even to lethal ones. A phone call is sometimes more important than the security of someone's own life.
Another significant aspect of the issue concerns health. Using mobile phones in public places like hospitals and other social institutes of health care is not only prohibited and impolite but also very dangerous. Still there are people who are indifferent to the prohibition. Forbiding the phone calls by law would prevent disasters of pace-makers' interference with mobile phones and generally would provide a more pleasant environment in hospitals, which is essential for the patients' recovery.
Opponents of this position argue that the enforcement of mobile etiquette by law is not only unnecessary but also impossible to apply. It is necessarily difficult to carry out a lately developed ruling against the accommodated habitation, still laws of the nation have their considerably great effect on public acting.
A law is always more powerful than an advice, an instruction or a rule. Regarding the issue of mobile etiquette and the attempts that are made to enforce it is public places, the only solution available is the lawful regulation. Prohibition of cell-phones from public places provides people healthier, safer and morally more appropriate life.","However, the debates remain still debates, and they have not provided a solution for the problem of regulation yet.",B2
010_BGSU1139.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"Every intelligent young person dreams to graduate from the university one day. It seems to be the highest goal in most of the young people's lives. They do anything possible to become suitable applicants to a certain university. On the one hand the troubles they take are reasonable - after graduating you have more possibilities for a career; there are quite a lot of roads you can choose to walk along. You can even choose whether to walk or run. On the other hand, the things you study, especially here, in Bulgaria are so far away from reality that sometimes you forget what exactly your subject is .
Although it might sound too sophisticated, the University as an institution is a dream .
Before having the chance to be part of it your imagination makes it look like a dome. You fascinate about just teachers and friends; you dream of the hundreds tones of knowledge you are to get there but when the last thrill about you being a part of the Great Dome is gone, you feel as if you are on an entirely different planet. What is more - and entirely different HOSTILE planet .
Anyway, you suppose there is a kind of mistake... And you keep on hoping. Until one day you forget the subject you are studying. There are so many courses you have to take that there is no time left for the ones you like. You do not have time to read a single book, you do not have time to do your homework... But who cares! You have chosen to be there and dropping out is out of the question. But you keep on struggling. You fight for the right to learn. I, myself was extremely excited last year, when I was a First year student; on the one hand I was totally ruined physically and psychologically by everything I had to do, on the other hand I was absolutely pleased with the things I learned. This year I am able to see that most of the courses we have to take are so far away from reality, from anything that could happen to us, that I start to get amazed .
Everything is so theoretical and unintelligible that I have, subconsciously, begun to think of transferring to another university. But I know that this wouldn't change anything. There is no chance. There is no hope. The situation is the same in the universities all over the country. You get so much information, you loose so much of your time that after five years you feel like an old person - you remember things and faces but almost nothing from the nearly fifty exams you have passed because the information you have got has nothing to do with everyday life .
Anyway, you graduate as a specialist. But it turns out that you are an expert only according to he documents. Otherwise it is all the same as if you have not spent these five years in the Dome. You have learnt everything by heart; you know how it works but you cannot make it work, you cannot turn it on. Nothing has been said about turning on in the textbooks and grammars...
Despite everything I do not think that it is not worth studying in the University. On the contrary, you learn and become better informed but I believe that it would be much better if students had the chance to study real things and to get better-prepared for the real life and the real problems they will face after graduating .","Although it might sound too sophisticated, the University as an institution is a dream .",B2
180_GRAR3012.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"Nowadays the position women have in the society is considered to be equal with the position of men. However, some years before women did not have such a position, they were regarded as inferior to men and not clever enough to work and study in universities. Their role was that of mother, wife and housekeeper. Nothing more, nothing less .
	The huge changes in the position of women was achieved through the act of feminist. As a result, I strongly disagree with the statement that: ""feminists have done more harm to the cause of women than good"". If the feministic movement would not have arised then the women would still be treated like animals in circus. We used to live in a patriarchal society were men's dominance was taken for granted. Women in those societies were not considered as human beings but only important for the extension of the human species. On the one hand men were allowed to work, to study to universities, go out and come whenever they like and not obliged to help with the house-work. On the other hand women were not allowed to study at universities, or work, they were not permitted to go out and they were forced to bring up children, cook, wash and make all the housework . 
	In addition, in our modern society women do not pocess the role they used to. They are allowed to do whatever they want, they can go to universities, decide whether marry or not and finally they are considered to be clever enough to compete with a man. But even though those changes have accured we cannot admit that we do not still live in a somewhat patriarchal society. We can admit that women are in a better position than they were in past times but when nowadays a woman is married and also working, she is obliged by the unspoken rule to do on her own the housework and to raise the children without her husband's help .
	This fact leads to the exhaustion of the woman. She has to work, to be there for her children and to take care of the house. As a result she has no time for herself. So, if we consider carefully nowadays circumstances, we will understand that not so many things have changed. Something that I should add so as not to exaggerate is that not all women face such treatment. Some men nowadays respect the role of women and the equality of the two sexes. This minority of men give hope for the future. If gradually all men and women as well start to realize the importance of both genrs and the equality of them then there will be no need for feministic discussion .
	To sum up, the feministic movement helped a great deal with the improvement of the position of women. Feminists cannot do much if we, people, especially men do not understand the basic idea of feminism and realize that no person, either man or woman, is superior of inferior to anyone else .","On the other hand women were not allowed to study at universities, or work, they were not permitted to go out and they were forced to bring up children, cook, wash and make all the housework .",B2
405_RUMO9010.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"Money, money, money... What is money? Money is health, money is pleasure. Money is education, delight, happiness, life. Money is envy, crime. Money is death... So, money is everything. All we have we have for money. If we have money we have everything. But should we have everything? That is the question. The more we have the more we want to have .
Do you want to be rich? - Yes, you do. If you said ' ' no ' ' I just wouldn't believe you .
And even if you said to your wife that you don't want to make a fortune your wife would kill you , I assure you. And what do you do to get some money? I'd like to quote a few words from a song: "" I work all night I work all day To pay the bills I have to pay - Isn't it sad?
And still there never seems to be A single penny left for me - That's too bad! ""
Don't you feel the same? You get up before darn and your working day has already begun. You spend the whole day working until absolutely worn out to go out anywhere or to enjoy your family life you fall asleep in an arm chare before your TV set. So you work from dawn till night day after day, week after week and so on , so forth. But what for?
A man's wife watches TV admiring the beautiful life shown in films. And she demands that her husband should work less , pay more attention to her and his children and still he should bring more money. Then he begins to understand that his life is unbearable. His life becomes a torture and... he commits suicide .
But let's talk more seriously. Money is the root of all evil. Do you remember the war in Chechnya? How many people died during that war! A great number of young innocent men, women, children were victims in the hands of our government. The leaders of our country made a pile by sacrificing their own people. And you know that most of the wars broke out because someone wanted to conquer new territories, nations and become the greatest in the word .
Vanity, the wish to have power, money, push a man to destroy the life of other people. For example lets speak about drug tradesmen. They make people their slaves .
For a grate sum of money a man allows himself to induce another person to lead a pitiable existence, to turn the other's life to dreadful torture. And what about drug addicts? They feel drug-made delight, pleasure, joyfulness for a few hours and they go to rob or even kill innocent people to get some money which they will pay for rotten drugs in order to forget the cruel world in their false dreams .
People steal information from each other. Then they sell it. And it doesn't matter to them why others buy that information and what they are going to do with it .
A lot of our sportsmen emigrated to the countries where they could make more money. They sell themselves, they sell their motherland. Isn't it sad?
We are the slaves of money. Even if we had fair money and we could enjoy them Could be proud of them, could we be happy knowing that other people suffer?
Money is the root of all evil. But we have no power to change it. People are too imperfect to live without money. We live for ourselves. It's against our nature. Do you remember the dream about socialism where all people are equal? To build that world was a great mistake for us .
Our vanity push us to struggle for a place under the sun. But isn't it the law of nature?
Don't animals struggle for their life? Of course animals have no money. But people are more complicated creatures than animals. So we invent end money. Animals struggle for their life without money and people struggle with the help of them .
So, what is money? Is it the way of our existence? Money seems to be the root of our rotten life full of cruelty and evil. But history knows the examples or it's better to say attempts of building society without money. They were all a crash. Then maybe the root of all evil is human nature, not money?",Our vanity push us to struggle for a place under the sun.,B2
463_TRCU1047.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"Money! For some is everything and for some is nothing. What can be done with money and what can't be done with money is always a question in mind. Can we say that money doesn't effect our life? Or can we say that every thing is based on money? Another question which is always asked is ;can money alone bring happiness? All of these are always asked and people always wonder the answer .
It is usually said that money is the root of all evil. When thought about this deeply I think everyone will agree. Can we think or a life without money? Of course no. Nothing can be done without money. If you have money you are everything. You can do anything you want and nobody can question you because you have money and you are the king. Every body bows in front of money and people can do many things for money. If you have money you are respected by everyone and have prestige in every encounter. We can see this in everyday life very obviously. When a well-dressed person enters a shop every body tries to help and respect that person. But if a very ordinary looking person enters the shop no body bothers to help unless they are asked. Another thing is if you have money and if you are ill all the doctors work for you. Nothing would be impossible. You can see the best doctors and be cured in the best way. Your children can get the best education opportunity and all doors would be wide open for you. They can go to the best colleges, have extra lessons, attend many social activities and even if they cant enter a good university they can go to private ones. You can buy everything your child wants and let him life the most comfortable life .
When looked from this perspective everything is fine but there is the other side of the story. What about the poor. Don't they have the right to live a well life. But no, if you don't have money you are nothing. You are not respected and always seen as a third class. When a poor person is ill his only opportunity is to go to state hospitals and as we know there they act as if we are animals. Why? Because you don't pay so they don't care whether you are ill or not. Every time the doctors do the same things. Just examine you a few minutes and say ""you have nothing"". Your children don't have the right to get a good education. Because they pay little to teachers in state schools and so the teachers don't care. Why should they work hard for so little? There are many families that can't afford to send their children to universities. They can't make life worth living for their children. Doesn't this annoy the parents. Of course they feel sad not to be able to do what their children want .
As we see the great contrast between the rich and the poor we can easily see the bad effects on money. Poor people when realize the things that can be done with money they would want to live in the same way also. And what are the ways to be rich quickly. Of course stealing or killing for money. People would rob, steal to have a better life. They may kill each other to get money. They may give their soul for money even. So very bad things can be done in order to have more money and these are evil things .",Why should they work hard for so little?,B2
420_SEES2001.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"As the world's developing grows incredibly fast, we are not even aware of all of the changes that is bringing to us. Science achievements, technology inventions and huge industrialization, each of them affects on each of us. It is clear - there are consequences, but they are expectable and reasonable consequences and results are both good and bad and their influences are more or less equal. However, we should finally distinct them and provide all of the good and bad sides of this modern age. Are we completely overtaken by modern achievements? Are we robots, machines, emotionless and programmed or they still haven't got such a hold on us? If they have, how to deal with it and what to do?
Has the science reached its own top? Look around. Science is everything and everywhere. Technology is everything and everywhere. Industrialization too. We are surrounded by mobile phones, computers, all of the kinds of machines. Those machines are working and living with us and for us. I can not imagine spending only one day without my phone. On the first place, because of communication, on the second place, because of the information - some things for school and education and for my personal interests. And that's brilliant! Being able to talk with a friend who's miles away. Being able to see a friend, to share photos etc. Furthermore, whenever we need to know something, which we knew but forgot or we simple want to know, we can just ask ""Google"". ""Google"" knows. We are completely informed, completely protected and we have completely solved our lack of knowledge. Or we at least think we have.
The internet opens a whole new life and a whole new world to us. There is no single thing that we can not find on the internet. Internet's options and knowledges are endless. In this connotation, we can not see bad sides of technology. Various kind of social media, ""Facebook"", ""Youtube"", ""Instagram"", people, (mainly young people) find very useful, productive and interesting. Some of them are quite inspirational, which gives the ideas for people to think more, to create more, to search more, to develop more. We have a numerous examples everywhere, of people who started working on internet. At the beggining, it started as a hoby, now, they have already earned a bunch of money.
Every day we are exposed to the influences of social media. We are living our lives there. Fortunatelly, not all of us but there's already a quite big number of those who are affected. People are not aware that the things we see out there, they are all fake. Most of the time. Following celebrity profiles, seeing the kind of life that they're living, seeing the way they look alike and as the result - wanting to be them, wanting to be like them. Although it's impossible, and completely ridiculous, young people are giving their best to make the exact copy of life their idol has. Young girls are constantly on diets, constantly under make-up and constantly taking photos of themselves - all in order to get more ""likes"", more ""followers"" and to make people like them. It's insane. Number of young girls doing this is already huge and they are giving all and living for ""likes"".
Is there still a room for dreaming, imagination and creation? Sure there is! Those who were born to dream and to create, they'll always find a way to make a wonderful things and to say them. There will never be such technology or industrialization that is going to kill people's tendency for dreaming. What's more, they'll always be making new invents. Those who dream are those who brought and who are still bringing the greatest achievements in all fields of science, technology and industry.",Industrialization too.,B2
0385.xml,en,cefr-asag,document-level,learner,CC BY-NC-SA 4.0,"I totally agree with that concept. In your life everything as to be balanced. Who said that a good burger was not a delicious thing when you're super hungry after a busy day? Who said you can't eat sweets, candies, ice creams, pastries when you just want to? All those things definitely aren't forbidden to eat, but people need to realize they have to do it with balance. Burger? Yes, but not everyday. Ice cream? Once a week maybe. Balance what your body needs or not. Take a little of the things that are ""not so good"", and thye won't affect your body that much.","Who said you can't eat sweets, candies, ice creams, pastries when you just want to?",B2
295_LTVY3003.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"As political movement feminism began between the late 18th and early 20th century in Europe and in the United States. It was always based on the idea that women must have equal rights and opportunities as men. Several disadvantages and advantages of feministic struggle can be listed .
 One of the main disadvantages of feminism is the fact that it usually has a negative meaning to most people. This is a sequence of the tendency for feminism to occur in waves when each of it represents different kinds of feminists who often disagree among themselves on certain issues. For example, the members of earlier generation are being criticised by the later ones, who claim that there is still too little of attention being paid to women's problems. Consequently, another disadvantage appears as the cause of these disagreements. For instance, feminists of later generation believe that the society is still very patriarchal, and women are oppressed by it. For this reason, their attempt to make women dominate in society cannot lead to equality between the two sexes .
 But I think that there are more advantages that women gained from feminism than disadvantages. First, for women in many countries, the area of politics was forbidden for a long period of time. Until it was an exceptionally male activity, women neither could vote in the elections, nor took their part in ruling the country. As a matter of fact, feminists were the first ice breakers that changed the situation radically. Now women have equal rights as men to control the machinery of government and express their political opinion by voting. Second, notwithstanding sex, everyone today has a right to study and get a desirable profession. For example, feminists have proved that women may also achieve high results in studying science as well in the faculties of arts or women as well as men are good physics, doctors, and even astronauts. Finally, sexism is always a thorny question in feministic discussions because it occurs in different situations of life and causes many problems for women. Trying to get a particular type of job is one of the cases when women may confront with an unfair treatment of them because of their sex. For many years feminists struggled against this kind of phenomenon trying to stop it. Actually, they have already represented noticeable achievements. As a result, in most of well developed countries in Europe and in the United States women have equal opportunities as men to get a job. The great majority of employers organises competitions to choose one of the candidates not according to their sex but according to their skills and experience which is necessary in that job .
 To sum up, no matter what was achieved feminists believe that women are still oppressed in comparison with men, and that their oppression is unjustified. However, their struggle has done more good than harm to the cause of women because the attitude towards women has changed in many positive ways. Nowadays women are treated equally to men in politics, education, and workplace .",The great majority of employers organises competitions to choose one of the candidates not according to their sex but according to their skills and experience which is necessary in that job .,B2
341_NOUO1094.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"After reading the statement above I was puzzled as to how I would approach the problem and a little curious to know in what context that person uttered such a statement. My next problem concerned how I would analyze what s/he was referring to at the time .
When I looked up the word feminism in my dictionary I fond that feminism is ""the advocacy of women's rights on the grounds of sexual equality"". But the quation above does not refer to feminism per definition but to feminists, people who supposedly fight for feminism. Hence , I think the problem the person wants to address is what we in retrospect can see as a consequence of feminist ""extemity"", that culminated in the 1970s. At the late sixties and early seventies society in the western world seemed ready for an open discussion on the issue of women and their traditional roles as mother, wife and housekeeper. This was due to changes in the political climate and society as a whole. Women began to group themselves in organisations such as Women's Liberation. This happened especially in relation to the hippie movement and other young radical groups who were prominent in society and forced people to hear their message. The ""extremism"" of certain feminist organisations was only a necessary rebellion against what was felt as supression and degeneration of women that had been going on far too long. In my humble opinion, I believe this was an inevitablereaction to an existing androcentric world both in academic circles, the working place and the domestic sphere. Many women felt they were both marginalized and invisible as both subjects and objects, especially in academic studies. And they called for a feminist critical consciousness. In retrospect there has been a tendency to point to the reprocutions of the feminist movement. People claim it has broken up homes. They see the high divorce rate as a direct consequence of women's liberation. Also , the fact that women started to work outside the home and the children have been left in daycare are highly debated. Some members of society, expecially christian right oriented groups, blame women's liberation for legalising abortion, and see pro-choice activists as an abomination. The see women's lib. activities as devastating to the cause of women, since motherhood should be a woman's first priority. Other people praise feminists and feminism, asserting that without it women would still be unjustly reduced to an existence inside the home. In contemporary society, people seems tired of the whole subject matter of female versus male. There has been a shift in focuse away from women and on to gender, which concerns itself with man and woman in mutual interdependence. This is especially recognisable in academic studies. Contemporary women's studies does now presuppose a twentieth-century (twentyfirst - century) holistic anthropology. Here the human being is defined as sexually differentiated. It is not longer split into male or female body and a sexless, rational soul. Women studies make a clear distinction between sex as biologically determined and gender as culturally constructed .
The utterance ""Feminists have done more harm than good to the cause of women"" has very little ot no relevance at this time in history. It is a new millenium and people are generally no longer interested in the dichotomy women and men. We are all a human entity and the cause of women is outdated. We are now looking at the cause of mankind .","In my humble opinion, I believe this was an inevitablereaction to an existing androcentric world both in academic circles, the working place and the domestic sphere.",C1
386_POSI2071.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"Why are some students successful at language learning while others are not?
Why is the foreign language sometimes easy for one group of people and difficult for the other at the same time?
People involved in language teaching often say that students who really want to learn will succeed whatever the circumstances in which they study. The biggest factor affecting their success is the motivation that students bring to class. Motivation is some kind of ""internal drive"" that encourages somebody to pursue a course of action .
If we perceive a goal and that goal is sufficiently attractive, we will be strongly motivated to do whatever is necessary to reach it. Language learners who are motivated perceive goals of various kinds; short-term goals and long-term goals .
In general, strongly motivated students with long-term goals probably learn easier than those who have no such goals .
Apart from the motivation, physical conditions have great effect on learning the foreign language (not necessarily English). When people get older their speech organs are stiffer. It would be much easier for children to develop pronunciation skill than for adults. In general, English is easily and willingly learned by children. It is very good for children to start learning English at the age of six or seven .
The English grammar rules are not very complicated, especially at the beginner's stage, so they are very easily learned by the students .
Success in learning English as a foreign language depends on the learner's nationality. It is very important what the learner's native language is. For Chinese, for example, English would be more difficult than for any other European because these two cultures, Chinese and English, are very distant. Germen, on the contrary, would be better learners at English because these two languages are not very distant (some words are even similar).
Although Polish grammar is different from English one, Polish students don't have bigger problems with understanding and acquiring the English rules .
English has a special position since it has become the international language of communication. It has become very fashionable as well. You can meet English everywhere: TV, radio, computers and even in the street .
Nowadays, especially in Poland, everything what comes from America is the best. When you go to the cinema you can see mostly an American film and hear real American accent, on the radio most songs are in English but not necessarily singing by an Englishman or an American. A lot of songs are written in English because they sound better and more people could understand them. English is present also in computers so if you want to operate the computer you have to know the language .
As I said English is present everywhere now because it has become extremely popular these days. Everybody wants to learn it and know it as it's the most fashionable language in the world. It sounds nice and it's easy to learn. If compared with any other language (Polish, for example) I must say that it's not complicated at all .",As I said English is present everywhere now because it has become extremely popular these days.,C1
