doc_id,sentence,token,lemma,pos,tag,Number,Person,Poss,PronType,Mood,Tense,VerbForm,Degree,PunctType,Case,Definite,Gender,NumType,Polarity,Aspect,ConjType,PunctSide
0428.xml,4,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0428.xml,4,have,have,VERB,VBP,,,,,Ind,Pres,Fin,,,,,,,,,,
0428.xml,4,also,also,ADV,RB,,,,,,,,,,,,,,,,,
0428.xml,4,twenty,twenty,NUM,CD,,,,,,,,,,,,,Card,,,,
0428.xml,4,-,-,PUNCT,HYPH,,,,,,,,,Dash,,,,,,,,
0428.xml,4,nine,nine,NUM,CD,,,,,,,,,,,,,Card,,,,
0428.xml,4,cousins,cousin,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0428.xml,4,and,and,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0428.xml,4,fourten,fourten,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0428.xml,4,uncle,uncle,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0428.xml,4,and,and,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0428.xml,4,tant,tant,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0428.xml,0,Hello,hello,INTJ,UH,,,,,,,,,,,,,,,,,
0428.xml,0,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0428.xml,0,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0428.xml,0,'m,be,AUX,VBP,Sing,1,,,Ind,Pres,Fin,,,,,,,,,,
0428.xml,0,{,{,PUNCT,-LRB-,,,,,,,,,Brck,,,,,,,,Ini
0428.xml,0,name,name,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0428.xml,0,},},PUNCT,-RRB-,,,,,,,,,Brck,,,,,,,,Fin
0428.xml,0,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0428.xml,1,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0428.xml,1,have,have,VERB,VBP,,,,,Ind,Pres,Fin,,,,,,,,,,
0428.xml,1,a,a,DET,DT,,,,Art,,,,,,,Ind,,,,,,
0428.xml,1,big,big,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0428.xml,1,family,family,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0428.xml,1,:,:,PUNCT,:,,,,,,,,,,,,,,,,,
0428.xml,1,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0428.xml,1,have,have,VERB,VBP,,,,,Ind,Pres,Fin,,,,,,,,,,
0428.xml,1,two,two,NUM,CD,,,,,,,,,,,,,Card,,,,
0428.xml,1,parents,parent,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0428.xml,1,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0428.xml,1,six,six,NUM,CD,,,,,,,,,,,,,Card,,,,
0428.xml,1,sisters,sister,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0428.xml,1,any,any,DET,DT,,,,,,,,,,,,,,,,,
0428.xml,1,brother,brother,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0428.xml,2,but,but,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0428.xml,2,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0428.xml,2,have,have,VERB,VBP,,,,,Ind,Pres,Fin,,,,,,,,,,
0428.xml,2,three,three,NUM,CD,,,,,,,,,,,,,Card,,,,
0428.xml,2,brothers,brother,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0428.xml,2,-,-,PUNCT,HYPH,,,,,,,,,Dash,,,,,,,,
0428.xml,2,in,in,ADP,IN,,,,,,,,,,,,,,,,,
0428.xml,2,-,-,PUNCT,HYPH,,,,,,,,,Dash,,,,,,,,
0428.xml,2,law,law,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0428.xml,2,and,and,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0428.xml,2,one,one,NUM,CD,,,,,,,,,,,,,Card,,,,
0428.xml,2,niece,niece,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0428.xml,2,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0428.xml,3,My,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0428.xml,3,niece,niece,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0428.xml,3,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0428.xml,3,her,her,PRON,PRP$,Sing,3,Yes,Prs,,,,,,,,Fem,,,,,
0428.xml,3,mother,mother,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0428.xml,3,and,and,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0428.xml,3,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0428.xml,3,sister,sister,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0428.xml,3,'s,'s,PART,POS,,,,,,,,,,,,,,,,,
0428.xml,3,husband,husband,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0428.xml,3,live,live,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0428.xml,3,in,in,ADP,IN,,,,,,,,,,,,,,,,,
0428.xml,3,Italy,Italy,PROPN,NNP,Sing,,,,,,,,,,,,,,,,
0428.xml,3,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0428.xml,4,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0428.xml,4,have,have,VERB,VBP,,,,,Ind,Pres,Fin,,,,,,,,,,
0428.xml,4,also,also,ADV,RB,,,,,,,,,,,,,,,,,
0428.xml,4,twenty,twenty,NUM,CD,,,,,,,,,,,,,Card,,,,
0428.xml,4,-,-,PUNCT,HYPH,,,,,,,,,Dash,,,,,,,,
0428.xml,4,nine,nine,NUM,CD,,,,,,,,,,,,,Card,,,,
0428.xml,4,cousins,cousin,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0428.xml,4,and,and,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0428.xml,4,fourten,fourten,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0428.xml,4,uncle,uncle,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0428.xml,4,and,and,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0428.xml,4,tant,tant,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0430.xml,0,My,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0430.xml,0,family,family,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0430.xml,0,is,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0430.xml,0,happy,happy,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0430.xml,0,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0430.xml,0,it,it,PRON,PRP,Sing,3,,Prs,,,,,,Nom,,Neut,,,,,
0430.xml,0,is,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0430.xml,0,a,a,DET,DT,,,,Art,,,,,,,Ind,,,,,,
0430.xml,0,beautiful,beautiful,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0430.xml,0,family,family,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0430.xml,0,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0430.xml,1,In,in,ADP,IN,,,,,,,,,,,,,,,,,
0430.xml,1,my,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0430.xml,1,family,family,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0430.xml,1,we,we,PRON,PRP,Plur,1,,Prs,,,,,,Nom,,,,,,,
0430.xml,1,are,be,AUX,VBP,,,,,Ind,Pres,Fin,,,,,,,,,,
0430.xml,1,strongh,strongh,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0430.xml,1,serious,serious,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0430.xml,1,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0430.xml,1,enjoy,enjoy,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0430.xml,1,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0430.xml,1,every,every,DET,DT,,,,,,,,,,,,,,,,,
0430.xml,1,body,body,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0430.xml,1,is,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0430.xml,1,happy,happy,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0430.xml,1,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0430.xml,2,their,their,PRON,PRP$,Plur,3,Yes,Prs,,,,,,,,,,,,,
0430.xml,2,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0430.xml,3,My,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0430.xml,3,mather,mather,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0430.xml,3,wonderfull,wonderfull,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0430.xml,3,woman,woman,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0430.xml,3,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0430.xml,4,My,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0430.xml,4,family,family,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0430.xml,4,is,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0430.xml,4,wonderful,wonderful,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0430.xml,4,family,family,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0439.xml,0,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0439.xml,0,like,like,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0439.xml,0,travelling,travel,VERB,VBG,,,,,,Pres,Part,,,,,,,,Prog,,
0439.xml,0,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0439.xml,1,My,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0439.xml,1,favourite,favourite,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0439.xml,1,country,country,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0439.xml,1,is,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0439.xml,1,South,South,PROPN,NNP,Sing,,,,,,,,,,,,,,,,
0439.xml,1,Africa,Africa,PROPN,NNP,Sing,,,,,,,,,,,,,,,,
0439.xml,1,with,with,ADP,IN,,,,,,,,,,,,,,,,,
0439.xml,1,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0439.xml,1,bush,bush,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0439.xml,1,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0439.xml,1,animals,animal,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0439.xml,1,and,and,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0439.xml,1,beautiful,beautiful,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0439.xml,1,landscape,landscape,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0439.xml,1,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0439.xml,2,People,People,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0439.xml,2,is,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0439.xml,2,fantastict,fantastict,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0439.xml,2,with,with,ADP,IN,,,,,,,,,,,,,,,,,
0439.xml,2,a,a,DET,DT,,,,Art,,,,,,,Ind,,,,,,
0439.xml,2,very,very,ADV,RB,,,,,,,,,,,,,,,,,
0439.xml,2,good,good,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0439.xml,2,bevahiour,bevahiour,PROPN,NNP,Sing,,,,,,,,,,,,,,,,
0439.xml,2,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0439.xml,3,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0439.xml,3,like,like,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0439.xml,3,gardening,garden,VERB,VBG,,,,,,Pres,Part,,,,,,,,Prog,,
0439.xml,3,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0439.xml,4,It,it,PRON,PRP,Sing,3,,Prs,,,,,,Nom,,Neut,,,,,
0439.xml,4,is,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0439.xml,4,a,a,DET,DT,,,,Art,,,,,,,Ind,,,,,,
0439.xml,4,moment,moment,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0439.xml,4,where,where,SCONJ,WRB,,,,,,,,,,,,,,,,,
0439.xml,4,i,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0439.xml,4,do,do,AUX,VBP,,,,,Ind,Pres,Fin,,,,,,,,,,
0439.xml,4,n't,not,PART,RB,,,,,,,,,,,,,,Neg,,,
0439.xml,4,never,never,ADV,RB,,,,,,,,,,,,,,,,,
0439.xml,4,thing,thing,VERB,VB,,,,,,,Inf,,,,,,,,,,
0439.xml,4,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0439.xml,5,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0439.xml,5,like,like,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0439.xml,5,cooking,cook,VERB,VBG,,,,,,Pres,Part,,,,,,,,Prog,,
0439.xml,5,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0423.xml,0,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0423.xml,0,have,have,VERB,VBP,,,,,Ind,Pres,Fin,,,,,,,,,,
0423.xml,0,n't,not,PART,RB,,,,,,,,,,,,,,Neg,,,
0423.xml,0,many,many,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0423.xml,0,hobbies,hobby,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0423.xml,0,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0423.xml,1,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0423.xml,1,'m,be,AUX,VBP,Sing,1,,,Ind,Pres,Fin,,,,,,,,,,
0423.xml,1,working,work,VERB,VBG,,,,,,Pres,Part,,,,,,,,Prog,,
0423.xml,1,like,like,ADP,IN,,,,,,,,,,,,,,,,,
0423.xml,1,teacher,teacher,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0423.xml,1,in,in,ADP,IN,,,,,,,,,,,,,,,,,
0423.xml,1,a,a,DET,DT,,,,Art,,,,,,,Ind,,,,,,
0423.xml,1,primary,primary,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0423.xml,1,school,school,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0423.xml,1,and,and,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0423.xml,1,prepare,prepare,VERB,VB,,,,,,,Inf,,,,,,,,,,
0423.xml,1,some,some,DET,DT,,,,,,,,,,,,,,,,,
0423.xml,1,activities,activity,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0423.xml,1,for,for,ADP,IN,,,,,,,,,,,,,,,,,
0423.xml,1,my,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0423.xml,1,students,student,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0423.xml,1,is,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0423.xml,1,my,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0423.xml,1,favorite,favorite,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0423.xml,1,hobby,hobby,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0423.xml,1,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0423.xml,2,Also,also,ADV,RB,,,,,,,,,,,,,,,,,
0423.xml,2,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0423.xml,2,i,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0423.xml,2,like,like,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0423.xml,2,to,to,PART,TO,,,,,,,,,,,,,,,,,
0423.xml,2,go,go,VERB,VB,,,,,,,Inf,,,,,,,,,,
0423.xml,2,shopping,shop,VERB,VBG,,,,,,Pres,Part,,,,,,,,Prog,,
0423.xml,2,with,with,ADP,IN,,,,,,,,,,,,,,,,,
0423.xml,2,my,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0423.xml,2,daughter,daughter,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0423.xml,2,and,and,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0423.xml,2,my,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0423.xml,2,friends,friend,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0423.xml,2,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0423.xml,2,to,to,PART,TO,,,,,,,,,,,,,,,,,
0423.xml,2,walk,walk,VERB,VB,,,,,,,Inf,,,,,,,,,,
0423.xml,2,outside,outside,ADV,RB,,,,,,,,,,,,,,,,,
0423.xml,2,when,when,SCONJ,WRB,,,,,,,,,,,,,,,,,
0423.xml,2,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0423.xml,2,weather,weather,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0423.xml,2,is,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0423.xml,2,good,good,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0423.xml,2,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0423.xml,3,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0423.xml,3,do,do,AUX,VBP,,,,,Ind,Pres,Fin,,,,,,,,,,
0423.xml,3,n't,not,PART,RB,,,,,,,,,,,,,,Neg,,,
0423.xml,3,like,like,VERB,VB,,,,,,,Inf,,,,,,,,,,
0423.xml,3,sport,sport,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0423.xml,3,very,very,ADV,RB,,,,,,,,,,,,,,,,,
0423.xml,3,much,much,ADV,RB,,,,,,,,,,,,,,,,,
0423.xml,3,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0423.xml,3,but,but,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0423.xml,3,roll,roll,VERB,VB,,,,,,,Inf,,,,,,,,,,
0423.xml,3,on,on,ADP,IN,,,,,,,,,,,,,,,,,
0423.xml,3,my,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0423.xml,3,bicycle,bicycle,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0423.xml,3,when,when,SCONJ,WRB,,,,,,,,,,,,,,,,,
0423.xml,3,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0423.xml,3,sun,sun,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0423.xml,3,is,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0423.xml,3,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0423.xml,3,is,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0423.xml,3,very,very,ADV,RB,,,,,,,,,,,,,,,,,
0423.xml,3,enjoy,enjoy,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0423.xml,3,for,for,ADP,IN,,,,,,,,,,,,,,,,,
0423.xml,3,me,I,PRON,PRP,Sing,1,,Prs,,,,,,Acc,,,,,,,
0423.xml,3,!,!,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0436.xml,0,We,we,PRON,PRP,Plur,1,,Prs,,,,,,Nom,,,,,,,
0436.xml,0,are,be,AUX,VBP,,,,,Ind,Pres,Fin,,,,,,,,,,
0436.xml,0,three,three,NUM,CD,,,,,,,,,,,,,Card,,,,
0436.xml,0,at,at,ADP,IN,,,,,,,,,,,,,,,,,
0436.xml,0,home,home,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0436.xml,0,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0436.xml,0, , ,SPACE,_SP,,,,,,,,,,,,,,,,,
0436.xml,1,My,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0436.xml,1,daughter,daughter,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0436.xml,1,have,have,VERB,VBP,,,,,Ind,Pres,Fin,,,,,,,,,,
0436.xml,1,15,15,NUM,CD,,,,,,,,,,,,,Card,,,,
0436.xml,1,years,year,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0436.xml,1,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0436.xml,1,she,she,PRON,PRP,Sing,3,,Prs,,,,,,Nom,,Fem,,,,,
0436.xml,1,is,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0436.xml,1,called,call,VERB,VBN,,,,,,Past,Part,,,,,,,,Perf,,
0436.xml,1,{,{,PUNCT,-LRB-,,,,,,,,,Brck,,,,,,,,Ini
0436.xml,1,name,name,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0436.xml,1,},},PUNCT,-RRB-,,,,,,,,,Brck,,,,,,,,Fin
0436.xml,1,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0436.xml,1, , ,SPACE,_SP,,,,,,,,,,,,,,,,,
0436.xml,2,My,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0436.xml,2,husband,husband,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0436.xml,2,work,work,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0436.xml,2,as,as,ADP,IN,,,,,,,,,,,,,,,,,
0436.xml,2,employee,employee,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0436.xml,2,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0436.xml,2, , ,SPACE,_SP,,,,,,,,,,,,,,,,,
0436.xml,3,We,we,PRON,PRP,Plur,1,,Prs,,,,,,Nom,,,,,,,
0436.xml,3,live,live,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0436.xml,3,in,in,ADP,IN,,,,,,,,,,,,,,,,,
0436.xml,3,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0436.xml,3,country,country,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0436.xml,3,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0436.xml,3, , ,SPACE,_SP,,,,,,,,,,,,,,,,,
0436.xml,4,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0436.xml,4,'m,be,AUX,VBP,Sing,1,,,Ind,Pres,Fin,,,,,,,,,,
0436.xml,4,work,work,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0436.xml,4,at,at,ADP,IN,,,,,,,,,,,,,,,,,
0436.xml,4,Brussels,Brussels,PROPN,NNP,Sing,,,,,,,,,,,,,,,,
0436.xml,4,in,in,ADP,IN,,,,,,,,,,,,,,,,,
0436.xml,4,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0436.xml,4,public,public,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0436.xml,4,sector,sector,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0436.xml,4,and,and,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0436.xml,4,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0436.xml,4,take,take,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0436.xml,4,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0436.xml,4,train,train,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0436.xml,4,for,for,ADP,IN,,,,,,,,,,,,,,,,,
0436.xml,4,at,at,ADP,IN,,,,,,,,,,,,,,,,,
0436.xml,4,working,work,VERB,VBG,,,,,,Pres,Part,,,,,,,,Prog,,
0436.xml,4,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0436.xml,0,We,we,PRON,PRP,Plur,1,,Prs,,,,,,Nom,,,,,,,
0436.xml,0,are,be,AUX,VBP,,,,,Ind,Pres,Fin,,,,,,,,,,
0436.xml,0,three,three,NUM,CD,,,,,,,,,,,,,Card,,,,
0436.xml,0,at,at,ADP,IN,,,,,,,,,,,,,,,,,
0436.xml,0,home,home,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0436.xml,0,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0436.xml,0, , ,SPACE,_SP,,,,,,,,,,,,,,,,,
0436.xml,1,My,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0436.xml,1,daughter,daughter,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0436.xml,1,have,have,VERB,VBP,,,,,Ind,Pres,Fin,,,,,,,,,,
0436.xml,1,15,15,NUM,CD,,,,,,,,,,,,,Card,,,,
0436.xml,1,years,year,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0436.xml,1,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0436.xml,1,she,she,PRON,PRP,Sing,3,,Prs,,,,,,Nom,,Fem,,,,,
0436.xml,1,is,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0436.xml,1,called,call,VERB,VBN,,,,,,Past,Part,,,,,,,,Perf,,
0436.xml,1,{,{,PUNCT,-LRB-,,,,,,,,,Brck,,,,,,,,Ini
0436.xml,1,name,name,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0436.xml,1,},},PUNCT,-RRB-,,,,,,,,,Brck,,,,,,,,Fin
0436.xml,1,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0436.xml,1, , ,SPACE,_SP,,,,,,,,,,,,,,,,,
0436.xml,2,My,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0436.xml,2,husband,husband,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0436.xml,2,work,work,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0436.xml,2,as,as,ADP,IN,,,,,,,,,,,,,,,,,
0436.xml,2,employee,employee,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0436.xml,2,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0436.xml,2, , ,SPACE,_SP,,,,,,,,,,,,,,,,,
0436.xml,3,We,we,PRON,PRP,Plur,1,,Prs,,,,,,Nom,,,,,,,
0436.xml,3,live,live,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0436.xml,3,in,in,ADP,IN,,,,,,,,,,,,,,,,,
0436.xml,3,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0436.xml,3,country,country,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0436.xml,3,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0436.xml,3, , ,SPACE,_SP,,,,,,,,,,,,,,,,,
0436.xml,4,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0436.xml,4,'m,be,AUX,VBP,Sing,1,,,Ind,Pres,Fin,,,,,,,,,,
0436.xml,4,work,work,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0436.xml,4,at,at,ADP,IN,,,,,,,,,,,,,,,,,
0436.xml,4,Brussels,Brussels,PROPN,NNP,Sing,,,,,,,,,,,,,,,,
0436.xml,4,in,in,ADP,IN,,,,,,,,,,,,,,,,,
